STATEFP,COUNTYFP,county_fips,state,BUYER_DEA_NO,pharmacy,address,pills,link,BUYER_STATE,BUYER_COUNTY
1,81,1081,AL,FK0311617,KROGER PHARMACY #631,2460 ENTERPRISE DRIVE  OPELIKA  AL 36802,413900,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FK0311617.csv,AL,LEE
1,81,1081,AL,AC0454203,ADAMS PHARMACY & HOME CARE,1961 FIRST AVENUE  OPELIKA  AL 36801,251230,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AC0454203.csv,AL,LEE
1,81,1081,AL,BT9341429,TARGET STORES A DIV.OF TARGET CORP.,2640 ENTERPRISE DR  OPELIKA  AL 36801,150640,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BT9341429.csv,AL,LEE
1,81,1081,AL,FF1701196,FREEMAN PHARMACY #2,3900 PEPPERELL PKWY SUITE 101  OPELIKA  AL 36801,188020,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FF1701196.csv,AL,LEE
1,81,1081,AL,BA9641920,"ADAMS PHARMACY SERVICES,  INC",1961 FIRST AVE SUITE 2  OPELIKA  AL 36801,86920,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BA9641920.csv,AL,LEE
1,81,1081,AL,FE1247887,"EAST ALABAMA HEALTHCARE AUTHORITY, DBA: OAK PARK PHARMACY",1365 GATEWOOD DRIVE  AUBURN  AL 36830,102820,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FE1247887.csv,AL,LEE
1,81,1081,AL,FS0637871,SAM'S PHARMACY 10-4989,2335 BENT CREEK ROAD  AUBURN  AL 36830,89490,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FS0637871.csv,AL,LEE
1,81,1081,AL,BW3510737,WINN DIXIE 409,2440 PEPPERELL PARKWAY  OPELIKA  AL 36801,11000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW3510737.csv,AL,LEE
1,81,1081,AL,AE4312132,EAST ALABAMA MENTAL HEALTH CENTER,MENTAL RETARDATION CENTER 2506 LAMBERT DRIVE  OPELIKA  AL 36801,500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AE4312132.csv,AL,LEE
1,81,1081,AL,FP1992898,PUBLIX ALABAMA,2415 MOORES MILL RD   AUBURN  AL 36830,41700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP1992898.csv,AL,LEE
1,103,1103,AL,BM2542125,MORGAN DRUGS INC,4150 HIGHWAY 231 SUITE 7  LACEYS SPRING  AL 35754,825190,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BM2542125.csv,AL,MORGAN
1,105,1105,AL,AU7552056,UNION DRUGS,P O  BOX 470 117 WATER ST  UNIONTOWN  AL 36786,233790,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AU7552056.csv,AL,PERRY
1,105,1105,AL,FU3397444,UNION DRUGS,P O  BOX 1220 117 WATER ST  UNIONTOWN  AL 36786,13090,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FU3397444.csv,AL,PERRY
1,21,1021,AL,FT3214361,THORSBY DRUGS,4 MINNESOTA AVE P O  BOX 38  THORSBY  AL 35171,32300,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FT3214361.csv,AL,CHILTON
1,21,1021,AL,FB1750997,BROWN DRUG CO. INC. MAPLESVILLE PHARMACY,9081 ALABAMA HWY 22 P O  BOX 145  MAPLESVILLE  AL 36750,383470,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FB1750997.csv,AL,CHILTON
1,21,1021,AL,BT3537480,T J 'S DISCOUNT DRUGS,9081 HWY 22 PO BOX 145  MAPLESVILLE  AL 36750,283540,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BT3537480.csv,AL,CHILTON
1,69,1069,AL,BB7685134,MIKE'S SOUTHSIDE PHARMACY,1023 S  OATES STREET  DOTHAN  AL 36301,1271660,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BB7685134.csv,AL,HOUSTON
1,69,1069,AL,BH5010830,RITE AID,1060 SOUTH OATES STREET  DOTHAN  AL 36301,485630,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BH5010830.csv,AL,HOUSTON
1,69,1069,AL,BM3333185,MEDICAL ARTS PHARMACY INC,219 FORTNER STREET  DOTHAN  AL 36301,181650,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BM3333185.csv,AL,HOUSTON
1,81,1081,AL,BC9112905,ALABAMA CVS PHARMACY,5405 SUMMERVILLE RD  PHENIX CITY  AL 36867,1579890,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC9112905.csv,AL,RUSSELL
1,81,1081,AL,FW1119850,WALGREENS,5301 SUMMERVILLE RD  PHENIX CITY  AL 36867,1064600,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW1119850.csv,AL,RUSSELL
1,81,1081,AL,BP8807426,PUBLIX ALABAMA,5408 SUMMERVILLE RD  STE 200  PHENIX CITY  AL 36867,783100,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BP8807426.csv,AL,RUSSELL
1,83,1083,AL,BA6888361,ATHENS CREEKSIDE DRUGS,605 HWY 31 SOUTH SUITE D  ATHENS  AL 35611,2713570,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BA6888361.csv,AL,LIMESTONE
1,83,1083,AL,BR5156220,ALABAMA CVS PHARMACY,215 HWY 31 SOUTH  ATHENS  AL 35611,1671980,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156220.csv,AL,LIMESTONE
1,83,1083,AL,BW5382584,WAL-MART PHARMACY 10-0661,1011 U S  HWY 72 EAST  ATHENS  AL 35611,1187920,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5382584.csv,AL,LIMESTONE
1,83,1083,AL,BS9395852,SOUTHERN FAMILY MARKET #913,100 HIGHWAY 31 NORTH SUITE H  ATHENS  AL 35611,635920,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS9395852.csv,AL,LIMESTONE
1,83,1083,AL,FE0449858,EASTSIDE PHARMACY AND CUSTOM COMPOUNDING,22335 HWY 72 EAST SUITE D  ATHENS  AL 35613,316200,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FE0449858.csv,AL,LIMESTONE
1,109,1109,AL,BH4039168,HAWKINS DRUGS,107 SOUTH MAIN  BRUNDIDGE  AL 36010,581440,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BH4039168.csv,AL,PIKE
1,109,1109,AL,FP0239055,PRICE PHARMACY,132 S MAIN ST  BRUNDIDGE  AL 36010,552500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP0239055.csv,AL,PIKE
1,109,1109,AL,AP4878332,PRICE PHARMACY,DON PRICE 132 S MAIN ST  BRUNDIDGE  AL 36010,110600,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AP4878332.csv,AL,PIKE
1,71,1071,AL,FP0215954,PONDER'S MOUNTAIN PHARMACY,29812 ALABAMA HWY 71  BRYANT  AL 35958,592000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP0215954.csv,AL,JACKSON
1,89,1089,AL,BR5154923,ALABAMA CVS PHARMACY,2212 WHITESBURG DR  HUNTSVILLE  AL 35801,2912760,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5154923.csv,AL,MADISON
1,89,1089,AL,FT2878708,TVPC PHARMACY,201 GOVERNORS DRIVE SUITE 305  HUNTSVILLE  AL 35801,1152460,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FT2878708.csv,AL,MADISON
1,89,1089,AL,BA3882176,AMBULATORY CLINIC PHARMACY,301 GOVERNORS DRIVE  HUNTSVILLE  AL 35801,633272,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BA3882176.csv,AL,MADISON
1,111,1111,AL,FW2572205,WOODLAND QUALITY PHARMACY,24460 HWY 48  WOODLAND  AL 36280,103630,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW2572205.csv,AL,RANDOLPH
1,113,1113,AL,BW7671577,WALGREENS,2515 CRAWFORD ROAD  PHENIX CITY  AL 36867,4308250,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW7671577.csv,AL,RUSSELL
1,113,1113,AL,BG2766268,GLENN'S PHARAMCY,2413 CRAWFORD ROAD  PHENIX CITY  AL 36867,2542770,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BG2766268.csv,AL,RUSSELL
1,31,1031,AL,AM5260904,MEDICAL ARTS PHARMACY,1190 HIGHLAND DR  ELBA  AL 36323,1174950,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AM5260904.csv,AL,COFFEE
1,31,1031,AL,FB0870039,BRYAN PHARMACY INC,991 AL HIGHWAY 203  ELBA  AL 36323,812000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FB0870039.csv,AL,COFFEE
1,31,1031,AL,BF7776416,FRED'S PHARMACY #1541,996 HIGHWAY 203  ELBA  AL 36323,700600,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF7776416.csv,AL,COFFEE
1,31,1031,AL,AH1910579,HAYWOOD'S DISCOUNT DRUGS,806 ALABAMA HIGHWAY 203  ELBA  AL 36323,5300,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AH1910579.csv,AL,COFFEE
1,31,1031,AL,BS4453281,SOUTHEAST PHARMACEUTICALS,704 TROY HIGHWAY SUITE A  ELBA  AL 36323,2500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS4453281.csv,AL,COFFEE
1,71,1071,AL,FB1644954,B & L DRUGS  KILGORE EXPRESS PHARMACY #5,50452 HIGHWAY 277  BRIDGEPORT  AL 35740,434480,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FB1644954.csv,AL,JACKSON
1,89,1089,AL,BR5156876,ALABAMA CVS PHARMACY,3115 BOB WALLACE AVE  HUNTSVILLE  AL 35805,1587460,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156876.csv,AL,MADISON
1,89,1089,AL,AT9793945,THE KROGER CO,2009 DRAKE AVENUE  HUNTSVILLE  AL 35801,858100,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AT9793945.csv,AL,MADISON
1,89,1089,AL,FA0353639,AMPHARM OF ALABAMA,3054 LEEMAN FERRY ROAD SUITE J 1  HUNTSVILLE  AL 35801,223430,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FA0353639.csv,AL,MADISON
1,89,1089,AL,FA0353615,AMPHARM HEALTH SERVICES OF ALABAMA,3054 LEEMAN FERRY ROAD SUITE J2  HUNTSVILLE  AL 35801,700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FA0353615.csv,AL,MADISON
1,89,1089,AL,FM2109305,MONROVIA PHARMACY,1878 JEFF ROAD SUITE D  HUNTSVILLE  AL 35806,65400,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FM2109305.csv,AL,MADISON
1,89,1089,AL,BP9311856,PHARMACY EXPRESS,7583 WALL TRIANA HWY SUITE B  MADISON  AL 35757,62180,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BP9311856.csv,AL,MADISON
1,89,1089,AL,FF1215587,FRED'S PHARMACY #1944,7271 WALL TRIANA HWY  MADISON  AL 35757,91020,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FF1215587.csv,AL,MADISON
1,89,1089,AL,BH4218372,RITE AID,12290 HWY 231 431 NORTH  MERIDIANVILLE  AL 35759,780910,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BH4218372.csv,AL,MADISON
1,89,1089,AL,FA1220817,ALABAMA CVS PHARMACY,12275 HWY 231 431N  MERIDIANVILLE  AL 35759,608300,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FA1220817.csv,AL,MADISON
1,89,1089,AL,FP0572114,PUBLIX ALABAMA,12290 HIGHWAY 231 431 N   MERIDIANVILLE  AL 35759,185900,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP0572114.csv,AL,MADISON
1,89,1089,AL,BT9269158,TOYOTA FAMILY PHARMACY,1 COTTONVALLEY DRIVE  HUNTSVILLE  AL 35810,29400,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BT9269158.csv,AL,MADISON
1,89,1089,AL,FW1457779,WALGREENS,1 COTTONVALLEY DRIVE  HUNTSVILLE  AL 35810,63600,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW1457779.csv,AL,MADISON
1,89,1089,AL,BS9395840,SOUTHERN FAMILY MARKET #915,12290 US HIGHWAY 231 431 NORTH  MERIDIANVILLE  AL 35759,11000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS9395840.csv,AL,MADISON
1,89,1089,AL,BS7856872,STAR DISCOUNT,12078 HIGHWAY 231 431 NORTH  MERIDIANVILLE  AL 35759,4237560,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS7856872.csv,AL,MADISON
1,89,1089,AL,BU9870610,U-SAVE PHARMACY # 30,7559 HWY 72 WEST  MADISON  AL 35758,112280,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BU9870610.csv,AL,MADISON
1,89,1089,AL,BK4041846,KROGER PHARMACY,300 HUGHES RD  MADISON  AL 35758,771110,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BK4041846.csv,AL,MADISON
1,115,1115,AL,BW5383182,WAL-MART PHARMACY 10-0562,8551 WHITFIELD AVE   LEEDS  AL 35094,1674590,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5383182.csv,AL,JEFFERSON
1,33,1033,AL,BV7037193,VILLAGE DRUG SHOP,1001 AVALON AVENUE  MUSCLE SHOALS  AL 35661,2592900,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BV7037193.csv,AL,COLBERT
1,33,1033,AL,BS8951142,SHOALS PHARMACY,1404 E AVALON AVENUE  TUSCUMBIA  AL 35674,2501820,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS8951142.csv,AL,COLBERT
1,33,1033,AL,BA5101112,"AVALON PHARMACY, DBA: AVALON DISCOUNT DRUGS",2400 AVALON AVE  POB 2409  MUSCLE SHOALS  AL 35661,1641500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BA5101112.csv,AL,COLBERT
1,33,1033,AL,BS6223832,SHOALS PHARMACY,1404 EAST AVALON AVE  TUSCUMBIA  AL 35674,41500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS6223832.csv,AL,COLBERT
1,33,1033,AL,BM4022000,STEVE'S PHARMACY,FORD CITY HOLDINGS INC 14479 COUNTY LINE ROAD  MUSCLE SHOALS  AL 35661,118800,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BM4022000.csv,AL,COLBERT
1,33,1033,AL,FF2596116,FORD CITY PHARMACY,14490 COUNTY LINE ROAD SUITE B  MUSCLE SHOALS  AL 35661,91340,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FF2596116.csv,AL,COLBERT
1,33,1033,AL,FS1992444,STEVE'S FORD CITY PHARMACY,14479 COUNTY LINE ROAD  MUSCLE SHOALS  AL 35661,10100,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FS1992444.csv,AL,COLBERT
1,71,1071,AL,BF9339323,SOUTHERN FAMILY MARKET #134,1402 COUNTY PARK ROAD  SCOTTSBORO  AL 35769,1069580,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF9339323.csv,AL,JACKSON
1,71,1071,AL,AK9145461,K MART PHARMACY #9639,22991 JOHN T REID PARKWAY  SCOTTSBORO  AL 35768,871890,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AK9145461.csv,AL,JACKSON
1,71,1071,AL,BW5383372,WAL-MART PHARMACY 10-0712,24833 JOHN T  REID PKWY   SCOTTSBORO  AL 35768,1512280,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5383372.csv,AL,JACKSON
1,71,1071,AL,FP1128138,PISGAH FAMILY PHARMACY,6049 COUNTY ROAD 88  PISGAH  AL 35765,742910,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP1128138.csv,AL,JACKSON
1,71,1071,AL,FP0010037,PISGAH PHARMACY,PO BOX 9  MAIN STREET  PISGAH  AL 35765,207800,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP0010037.csv,AL,JACKSON
1,71,1071,AL,AS0473784,PISAGH PHARMACY,STRINGER  JAMES  150 YARDS N OF P O  PISGAH  AL 35765,40170,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AS0473784.csv,AL,JACKSON
1,71,1071,AL,BS2560882,SECTION PHARMACY,5295 TAMMY LITTLE DRIVE P  O  BOX 108  SECTION  AL 35771,2849940,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS2560882.csv,AL,JACKSON
1,121,1121,AL,BC8003662,CARTER'S FAMILY PHARMACY,PO BOX 1044 43323 ALABAMA HIGHWAY 21  MUNFORD  AL 36268,749430,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC8003662.csv,AL,TALLADEGA
1,121,1121,AL,BL5869194,LINCOLN PHARMACY INC,P O  BOX 200 99 MAGNOLIA STREET SOUTH  LINCOLN  AL 35096,2416690,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BL5869194.csv,AL,TALLADEGA
1,121,1121,AL,FF0002814,FRED'S PHARMACY # 2439,47950 US HWY 78  LINCOLN  AL 35096,617600,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FF0002814.csv,AL,TALLADEGA
1,35,1035,AL,BR5157145,ALABAMA CVS PHARMACY,210 W FRONT ST  EVERGREEN  AL 36401,3277330,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5157145.csv,AL,CONECUH
1,35,1035,AL,BF8389238,FRED'S PHARMACY #1561,450 WEST FRONT STREET  EVERGREEN  AL 36401,2109920,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF8389238.csv,AL,CONECUH
1,35,1035,AL,FE2719500,EVERGREEN DISCOUNT PHARMACY,310 W  FRONT STREET  EVERGREEN  AL 36401,567220,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FE2719500.csv,AL,CONECUH
1,73,1073,AL,AY0453807,YORKS PHARMACY,BERNARD C YORK OWNER 3008 N 27TH ST  BIRMINGHAM  AL 35207,2423840,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AY0453807.csv,AL,JEFFERSON
1,73,1073,AL,BP3327550,PAYLESS DRUGS,2512 31ST AVE NORTH  BIRMINGHAM  AL 35207,1856420,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BP3327550.csv,AL,JEFFERSON
1,73,1073,AL,BA9579927,AMG PHARMACY INC.,3200 16TH STREET NORTH  BIRMINGHAM  AL 35207,1321700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BA9579927.csv,AL,JEFFERSON
1,73,1073,AL,AA0457730,AMERICAN CAST IRON PIPE CO,1500 NORTH 31ST AVENUE  BIRMINGHAM  AL 35207,11000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AA0457730.csv,AL,JEFFERSON
1,73,1073,AL,AV7428483,VACCA DISCOUNT DRUG,7633 GEORGIA ROAD SOUTH  BIRMINGHAM  AL 35212,1137360,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AV7428483.csv,AL,JEFFERSON
1,73,1073,AL,BR5157006,ALABAMA CVS PHARMACY,3303 CLAIRMONT AVENUE S  BIRMINGHAM  AL 35222,1291520,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5157006.csv,AL,JEFFERSON
1,73,1073,AL,AA0474344,ALLEY DRUG STORES INC NO 3,633 TUSCALOOSA  BIRMINGHAM  AL 35211,7927190,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AA0474344.csv,AL,JEFFERSON
1,73,1073,AL,AG2328727,GIBSON DISCOUNT PHARMACY,1133 LOMB AVENUE SW  BIRMINGHAM  AL 35211,6854480,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AG2328727.csv,AL,JEFFERSON
1,73,1073,AL,BW8061210,WALGREENS,668 LOMB AVENUE SW  BIRMINGHAM  AL 35211,2002630,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW8061210.csv,AL,JEFFERSON
1,73,1073,AL,BR5156799,ALABAMA CVS PHARMACY,632 TUSCALOOSA AVENUE  BIRMINGHAM  AL 35211,1118400,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156799.csv,AL,JEFFERSON
1,73,1073,AL,BG5508102,GRIFFIN PHARMACY PRINCETON,817 PRINCETON AVE SW SUITE 107  BIRMINGHAM  AL 35211,1080430,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BG5508102.csv,AL,JEFFERSON
1,73,1073,AL,FB2864595,BAPTIST HEALTH SYSTEM PHARMACY,817 PRINCETON AVE SW POB III  SUITE 107 A  BIRMINGHAM  AL 35211,15900,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FB2864595.csv,AL,JEFFERSON
1,73,1073,AL,FS2798342,SWC PHARMACY,832 PRINCETON AVENUE SW  BIRMINGHAM  AL 35211,53200,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FS2798342.csv,AL,JEFFERSON
1,73,1073,AL,BR5156232,ALABAMA CVS PHARMACY,418 WEST VALLEY AVE  HOMEWOOD  AL 35209,2306430,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156232.csv,AL,JEFFERSON
1,73,1073,AL,BW6926680,WALGREENS,101 GREEN SPRINGS HWY  BIRMINGHAM  AL 35209,1742400,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW6926680.csv,AL,JEFFERSON
1,73,1073,AL,FW0226123,WAL-MART PHARMACY 10-4504,312 PALISADES BOULEVARD  BIRMINGHAM  AL 35209,354200,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW0226123.csv,AL,JEFFERSON
1,73,1073,AL,AS0471970,K-MART PHARMACY #4817,K MART CORPORATION 230 GREEN SPRINGS RD  HOMEWOOD  AL 35209,404380,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AS0471970.csv,AL,JEFFERSON
1,73,1073,AL,BD5662855,"DRUGS FOR LESS, #1781",234 GREENSPRINGS HWY  HOMEWOOD  AL 35209,128100,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BD5662855.csv,AL,JEFFERSON
1,125,1125,AL,BL7461938,ALABAMA CVS PHARMACY,8700 HWY 69 SOUTH  TUSCALOOSA  AL 35405,1311060,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BL7461938.csv,AL,TUSCALOOSA
1,125,1125,AL,BD6538233,DUNKIN'S PHARMACY,7700 HIGHWAY 69 SOUTH SUITE A  TUSCALOOSA  AL 35405,1052500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BD6538233.csv,AL,TUSCALOOSA
1,125,1125,AL,BW7300724,WINN-DIXIE PHARMACY #479,9750 HIGHWAY 69 SOUTH  TUSCALOOSA  AL 35405,708070,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW7300724.csv,AL,TUSCALOOSA
1,125,1125,AL,BH4422313,RITE AID,617 BEAR CREEK ROAD  TUSCALOOSA  AL 35405,524720,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BH4422313.csv,AL,TUSCALOOSA
1,125,1125,AL,FP1197551,PUBLIX ALABAMA,1101 SOUTHVIEW LANE  TUSCALOOSA  AL 35405,312100,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP1197551.csv,AL,TUSCALOOSA
1,125,1125,AL,FD3471276,"DUTCH PHARMACIES, DBA DUNKIN'S PHARMACY",7700 HWY 69 SOUTH SUITE A  TUSCALOOSA  AL 35405,60400,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FD3471276.csv,AL,TUSCALOOSA
1,39,1039,AL,BD5631317,DARBY'S VILLAGE PHARMACY,301A EAST THREE NOTCH ST  ANDALUSIA  AL 36420,3230198,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BD5631317.csv,AL,COVINGTON
1,39,1039,AL,BW5383649,WAL-MART PHARMACY 10-1091,1991 M L  KING JR  EXPRESSWAY  ANDALUSIA  AL 36420,2062210,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5383649.csv,AL,COVINGTON
1,39,1039,AL,FP2451083,PHARM-A-CARE  EAST,1133 DR  M L K  JR EXPSY  ANDALUSIA  AL 36420,195400,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP2451083.csv,AL,COVINGTON
1,39,1039,AL,FA3498828,"ALABAMA CVS PHARMACY, L.L.C",1204 DR  MLK EXPRESSWAY  ANDALUSIA  AL 36420,28000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FA3498828.csv,AL,COVINGTON
